"CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited","has4Prod","has3Prod","hasManyProd","ageAtStartOfTenure","depositRate","savingsToSalaryRatio","salaryToAgeSq","ageGroup","salaryQuartile"
582,"France","Male",31,2,0,"2","1","1",33747.03,"0",FALSE,FALSE,FALSE,29,0,0,35.1165764828304,"31-35","1Q"
694,"France","Male",32,0,91956.49,"1","1","1",59961.81,"0",FALSE,FALSE,FALSE,32,91956.49,1.53358429306921,58.556455078125,"31-35","2Q"
777,"France","Male",39,8,0,"2","1","1",18613.52,"0",FALSE,FALSE,FALSE,31,0,0,12.2376857330703,"36-40","1Q"
598,"Germany","Male",32,9,123938.6,"2","1","0",198894.42,"0",FALSE,FALSE,FALSE,23,12393.86,0.0623137642574387,194.23283203125,"31-35","4Q"
762,"Germany","Male",46,6,123571.77,"3","0","1",57014.17,"1",FALSE,TRUE,TRUE,40,17653.11,0.309626712096309,26.9443147448015,"46-50","2Q"
588,"France","Female",34,3,120777.88,"1","1","1",131729.52,"0",FALSE,FALSE,FALSE,31,30194.47,0.229215668591216,113.952871972318,"31-35","3Q"
663,"Germany","Male",42,5,90248.79,"1","1","1",79169.73,"0",FALSE,FALSE,FALSE,37,15041.465,0.189990101014618,44.8807993197279,"41-45","2Q"
777,"France","Male",36,7,0,"1","1","0",106472.34,"0",FALSE,FALSE,FALSE,29,0,0,82.1545833333333,"36-40","3Q"
592,"France","Male",71,4,0,"2","0","1",17013.54,"0",FALSE,FALSE,FALSE,67,0,0,3.37503273160087,"71-75","1Q"
631,"Germany","Male",48,1,106396.48,"1","1","1",150661.42,"1",FALSE,FALSE,FALSE,47,53198.24,0.353097959650188,65.3912413194444,"46-50","4Q"
725,"Germany","Female",47,1,104887.43,"1","0","0",86622.56,"1",FALSE,FALSE,FALSE,46,52443.715,0.60542790469365,39.2134721593481,"46-50","2Q"
850,"France","Male",34,2,72079.71,"1","1","1",115767.93,"0",FALSE,FALSE,FALSE,32,24026.57,0.207540810309038,100.14526816609,"31-35","3Q"
540,"France","Male",37,6,0,"2","1","0",141998.89,"0",FALSE,FALSE,FALSE,31,0,0,103.724536157779,"36-40","3Q"
674,"Spain","Male",36,2,0,"2","1","1",182787.17,"0",FALSE,FALSE,FALSE,34,0,0,141.039483024691,"36-40","4Q"
553,"France","Male",38,3,99844.68,"1","0","0",187915.7,"0",FALSE,FALSE,FALSE,35,24961.17,0.132831743169943,130.135526315789,"36-40","4Q"
630,"France","Female",28,1,0,"2","1","1",133267.78,"0",FALSE,FALSE,FALSE,27,0,0,169.984413265306,"26-30","3Q"
466,"France","Male",26,3,156815.71,"1","1","1",137476.09,"0",FALSE,FALSE,FALSE,23,39203.9275,0.285169061034541,203.36699704142,"26-30","3Q"
613,"France","Male",47,6,146034.74,"1","1","1",77146.14,"0",FALSE,FALSE,FALSE,41,20862.1057142857,0.270423195694376,34.9235581711182,"46-50","2Q"
558,"France","Male",27,1,152283.39,"1","1","0",183271.15,"0",FALSE,FALSE,FALSE,26,76141.695,0.41545925258831,251.400754458162,"26-30","4Q"
775,"Germany","Female",33,1,118897.1,"2","1","1",26362.4,"0",FALSE,FALSE,FALSE,32,59448.55,2.25505075410433,24.2078971533517,"31-35","1Q"
698,"Germany","Male",52,8,96781.39,"1","1","1",153373.71,"0",FALSE,FALSE,FALSE,44,10753.4877777778,0.0701129794524614,56.7210465976331,"51-55","4Q"
608,"Germany","Male",33,1,102772.67,"2","1","0",70705.58,"0",FALSE,FALSE,FALSE,32,51386.335,0.726764917280927,64.9270707070707,"31-35","2Q"
670,"Spain","Female",20,4,0,"2","1","0",119759.24,"0",FALSE,FALSE,FALSE,16,0,0,299.3981,"<25","3Q"
591,"Spain","Male",39,8,0,"2","0","0",42392.24,"0",FALSE,FALSE,FALSE,31,0,0,27.871295200526,"36-40","1Q"
633,"France","Male",40,4,150578,"1","0","1",34670.62,"1",FALSE,FALSE,FALSE,36,30115.6,0.868620174660851,21.6691375,"36-40","1Q"
678,"France","Female",46,1,0,"2","0","0",82106.19,"0",FALSE,FALSE,FALSE,45,0,0,38.8025472589792,"46-50","2Q"
590,"France","Male",47,3,0,"2","1","0",171774.5,"0",FALSE,FALSE,FALSE,44,0,0,77.7612041647804,"46-50","4Q"
705,"France","Female",48,0,0,"2","0","0",149772.61,"0",FALSE,FALSE,FALSE,48,0,0,65.0054730902778,"46-50","4Q"
608,"France","Male",42,10,163548.07,"1","1","0",38866.85,"0",FALSE,FALSE,FALSE,32,14868.0063636364,0.382536952792325,22.0333616780045,"41-45","1Q"
682,"France","Female",37,8,148580.12,"1","1","0",35179.18,"0",FALSE,FALSE,FALSE,29,16508.9022222222,0.469280472774585,25.6969905040175,"36-40","1Q"
596,"Germany","Male",32,3,96709.07,"2","0","0",41788.37,"0",FALSE,FALSE,FALSE,29,24177.2675,0.578564502515891,40.808955078125,"31-35","1Q"
395,"Germany","Female",34,5,106011.59,"1","1","1",17376.57,"1",FALSE,FALSE,FALSE,29,17668.5983333333,1.01680586751777,15.0316349480969,"31-35","1Q"
578,"Germany","Male",37,1,135650.88,"1","1","0",199428.19,"0",FALSE,FALSE,FALSE,36,67825.44,0.34009956165174,145.674353542732,"36-40","4Q"
547,"Germany","Male",55,4,111362.76,"3","1","0",16922.28,"1",FALSE,TRUE,TRUE,51,22272.552,1.31616732497039,5.59414214876033,"51-55","1Q"
609,"France","Male",37,1,39344.83,"1","1","1",178291.89,"1",FALSE,FALSE,FALSE,36,19672.415,0.110338249260805,130.235127830533,"36-40","4Q"
774,"Germany","Male",36,9,130809.77,"1","1","0",152290.28,"0",FALSE,FALSE,FALSE,27,13080.977,0.0858950223218448,117.507932098765,"36-40","4Q"
712,"France","Female",27,2,133009.51,"1","1","0",126809.15,"0",FALSE,FALSE,FALSE,25,44336.5033333333,0.349631736616272,173.949451303155,"26-30","3Q"
585,"Germany","Female",28,9,135337.49,"2","1","1",40385.61,"0",FALSE,FALSE,FALSE,19,13533.749,0.335113150451361,51.5122576530612,"26-30","1Q"
666,"France","Female",32,10,112536.57,"2","1","1",34350.54,"0",FALSE,FALSE,FALSE,22,10230.5972727273,0.297829299706126,33.54544921875,"31-35","1Q"
708,"Spain","Female",35,8,122570.69,"1","0","0",199005.88,"0",FALSE,FALSE,FALSE,27,13618.9655555556,0.0684349907427638,162.453779591837,"31-35","4Q"
513,"France","Male",44,1,63562.02,"2","0","1",52629.73,"1",FALSE,FALSE,FALSE,43,31781.01,0.603860403615979,27.184777892562,"41-45","2Q"
445,"France","Male",37,3,0,"2","1","1",180012.39,"0",FALSE,FALSE,FALSE,34,0,0,131.49188458729,"36-40","4Q"
690,"Germany","Male",44,9,100368.63,"2","0","0",35342.33,"0",FALSE,FALSE,FALSE,35,10036.863,0.283989850131556,18.2553357438017,"41-45","1Q"
850,"France","Male",37,6,0,"2","1","0",109291.22,"0",FALSE,FALSE,FALSE,31,0,0,79.8328853177502,"36-40","3Q"
537,"Spain","Female",33,7,136082,"1","1","0",62746.54,"0",FALSE,FALSE,FALSE,26,17010.25,0.271094629281551,57.6184940312213,"31-35","2Q"
705,"Germany","Male",48,9,114169.16,"1","0","0",173273.2,"1",FALSE,FALSE,FALSE,39,11416.916,0.0658896817280457,75.2053819444445,"46-50","4Q"
670,"France","Female",45,5,47884.92,"1","1","1",54340.24,"0",FALSE,FALSE,FALSE,40,7980.82,0.146867588365454,26.8346864197531,"41-45","2Q"
652,"Spain","Female",36,1,0,"2","1","1",19302.78,"0",FALSE,FALSE,FALSE,35,0,0,14.8941203703704,"36-40","1Q"
696,"Spain","Male",24,9,0,"1","0","0",10883.52,"0",FALSE,FALSE,FALSE,15,0,0,18.895,"<25","1Q"
747,"France","Male",49,6,202904.64,"1","1","1",17298.72,"1",FALSE,FALSE,FALSE,43,28986.3771428571,1.67563710741934,7.20479800083299,"46-50","1Q"
511,"France","Female",46,1,0,"1","1","1",115779.48,"1",FALSE,FALSE,FALSE,45,0,0,54.7162003780718,"46-50","3Q"
743,"Spain","Male",43,2,161807.18,"2","0","1",93228.86,"1",FALSE,FALSE,FALSE,41,53935.7266666667,0.578530367813858,50.4212330989724,"41-45","2Q"
532,"Germany","Male",52,3,110791.97,"1","1","0",148704.77,"1",FALSE,FALSE,FALSE,49,27697.9925,0.186261627653235,54.9943676035503,"51-55","3Q"
642,"Spain","Female",33,9,0,"2","1","1",150475.14,"0",FALSE,FALSE,FALSE,24,0,0,138.177355371901,"31-35","4Q"
554,"Germany","Female",54,6,108755,"1","1","0",40914.32,"1",FALSE,FALSE,FALSE,48,15536.4285714286,0.379730827041206,14.0309739368999,"51-55","1Q"
604,"Spain","Female",34,3,0,"2","1","0",38587.7,"0",FALSE,FALSE,FALSE,31,0,0,33.3803633217993,"31-35","1Q"
602,"France","Female",72,3,0,"2","1","1",171260.66,"0",FALSE,FALSE,FALSE,69,0,0,33.0363927469136,"71-75","4Q"
757,"Spain","Female",55,9,117294.12,"4","1","0",94187.47,"1",TRUE,FALSE,TRUE,46,11729.412,0.124532615644098,31.1363537190083,"51-55","2Q"
491,"Germany","Male",26,4,102251.14,"1","1","1",145900.89,"0",FALSE,FALSE,FALSE,22,20450.228,0.140165203927132,215.829718934911,"26-30","3Q"
850,"France","Male",31,4,0,"2","0","0",152298.28,"0",FALSE,FALSE,FALSE,27,0,0,158.478959417274,"31-35","4Q"
521,"France","Male",22,5,0,"2","1","1",99828.45,"0",FALSE,FALSE,FALSE,17,0,0,206.257128099174,"<25","2Q"
726,"France","Male",37,2,132057.92,"2","1","0",34743.98,"0",FALSE,FALSE,FALSE,35,44019.3066666667,1.26696212312656,25.3790942293645,"36-40","1Q"
596,"France","Male",33,8,0,"1","1","0",121189.3,"1",FALSE,FALSE,FALSE,25,0,0,111.284940312213,"31-35","3Q"
850,"Germany","Female",35,7,114285.2,"1","0","1",129660.59,"0",FALSE,FALSE,FALSE,28,14285.65,0.110177271289603,105.845379591837,"31-35","3Q"
637,"France","Female",41,9,0,"2","1","0",145477.36,"0",FALSE,FALSE,FALSE,32,0,0,86.5421534800714,"41-45","3Q"
690,"Spain","Male",32,2,76087.98,"1","0","1",151822.66,"0",FALSE,FALSE,FALSE,30,25362.66,0.167054509517881,148.26431640625,"31-35","4Q"
689,"France","Male",40,8,160272.27,"1","1","0",49656.24,"0",FALSE,FALSE,FALSE,32,17808.03,0.358626227036119,31.03515,"36-40","1Q"
633,"Spain","Male",63,4,114552.6,"1","1","0",73856.28,"1",FALSE,FALSE,FALSE,59,22910.52,0.310204088264397,18.6082842025699,"61-65","2Q"
555,"France","Female",27,8,102000.17,"1","1","1",116757,"0",FALSE,FALSE,FALSE,19,11333.3522222222,0.0970678607896933,160.160493827161,"26-30","3Q"
563,"Spain","Male",24,7,0,"2","0","0",16319.56,"0",FALSE,FALSE,FALSE,17,0,0,28.3325694444444,"<25","1Q"
494,"France","Female",33,1,137853,"1","0","1",90273.85,"0",FALSE,FALSE,FALSE,32,68926.5,0.763526757748783,82.8960973370064,"31-35","2Q"
534,"France","Male",27,9,0,"2","1","0",161344.13,"0",FALSE,FALSE,FALSE,18,0,0,221.322537722908,"26-30","4Q"
696,"Germany","Male",42,7,162318.61,"1","1","0",121061.89,"0",FALSE,FALSE,FALSE,35,20289.82625,0.167598789759519,68.6291893424036,"41-45","3Q"
535,"Spain","Female",50,1,140292.58,"3","0","0",69531.22,"1",FALSE,TRUE,TRUE,49,70146.29,1.00884595437848,27.812488,"46-50","2Q"
600,"France","Male",34,0,0,"2","0","1",3756.23,"0",FALSE,FALSE,FALSE,34,0,0,3.2493339100346,"31-35","1Q"
807,"France","Female",34,1,0,"1","0","0",114448.13,"0",FALSE,FALSE,FALSE,33,0,0,99.0035726643599,"31-35","3Q"
714,"France","Female",52,2,0,"1","0","1",144045.08,"1",FALSE,FALSE,FALSE,50,0,0,53.2711094674556,"51-55","3Q"
590,"France","Male",24,7,126431.54,"1","1","0",58781.11,"0",FALSE,FALSE,FALSE,17,15803.9425,0.268860906165263,102.050538194444,"<25","2Q"
614,"France","Female",41,3,123475.04,"1","1","1",179227.52,"0",FALSE,FALSE,FALSE,38,30868.76,0.172232255403634,106.619583581202,"41-45","4Q"
766,"Germany","Female",45,6,97652.96,"1","1","0",127332.33,"0",FALSE,FALSE,FALSE,39,13950.4228571429,0.10955915796988,62.880162962963,"41-45","3Q"
557,"Spain","Male",42,4,0,"2","0","1",86642.38,"0",FALSE,FALSE,FALSE,38,0,0,49.1169954648526,"41-45","2Q"
788,"Germany","Female",49,4,137455.99,"1","1","0",184178.29,"1",FALSE,FALSE,FALSE,45,27491.198,0.149264052782768,76.7089920866306,"46-50","4Q"
648,"France","Female",38,2,0,"2","0","1",9551.49,"0",FALSE,FALSE,FALSE,36,0,0,6.61460526315789,"36-40","1Q"
726,"Germany","Female",33,7,99046.31,"2","1","1",56053.06,"0",FALSE,FALSE,FALSE,26,12380.78875,0.220876233161936,51.4720477502296,"31-35","2Q"
773,"France","Male",33,9,0,"2","1","1",1118.31,"0",FALSE,FALSE,FALSE,24,0,0,1.02691460055096,"31-35","1Q"
583,"Germany","Male",27,4,105907.42,"2","1","1",195732.04,"0",FALSE,FALSE,FALSE,23,21181.484,0.108216743666494,268.493882030178,"26-30","4Q"
565,"Germany","Male",52,5,97720.35,"2","1","0",175070.94,"1",FALSE,FALSE,FALSE,47,16286.725,0.0930292885843876,64.7451701183432,"51-55","4Q"
705,"France","Male",25,9,0,"2","0","1",112331.19,"0",FALSE,FALSE,FALSE,16,0,0,179.729904,"<25","3Q"
685,"Spain","Male",43,4,97392.18,"2","1","0",43956.83,"0",FALSE,FALSE,FALSE,39,19478.436,0.443126494790457,23.7732990805841,"41-45","1Q"
741,"France","Male",29,8,0,"2","1","1",115994.52,"0",FALSE,FALSE,FALSE,21,0,0,137.92451843044,"26-30","3Q"
658,"Germany","Female",28,9,152812.58,"1","1","0",166682.57,"0",FALSE,FALSE,FALSE,19,15281.258,0.0916788000089031,212.605318877551,"26-30","4Q"
575,"France","Male",27,3,139301.68,"1","1","0",99843.98,"0",FALSE,FALSE,FALSE,24,34825.42,0.348798395256279,136.960192043896,"26-30","2Q"
844,"France","Female",41,10,76319.64,"1","1","1",141175.18,"1",FALSE,FALSE,FALSE,31,6938.14909090909,0.0491456720006243,83.9828554431886,"41-45","3Q"
559,"Spain","Male",67,9,125919.35,"1","1","0",175910.95,"1",FALSE,FALSE,FALSE,58,12591.935,0.0715813029262817,39.1871129427489,"66-70","4Q"
725,"France","Male",37,6,124348.38,"2","0","1",176984.34,"0",FALSE,FALSE,FALSE,31,17764.0542857143,0.100370768881101,129.280014609204,"36-40","4Q"
450,"France","Male",29,7,117199.8,"1","1","1",43480.63,"0",FALSE,FALSE,FALSE,22,14649.975,0.336931065626234,51.7011058263971,"26-30","1Q"
738,"Germany","Female",57,9,148384.64,"1","0","0",155047.11,"1",FALSE,FALSE,FALSE,48,14838.464,0.0957029382875953,47.721486611265,"56-60","4Q"
642,"Germany","Female",19,3,113905.48,"1","1","1",176137.2,"0",FALSE,FALSE,FALSE,16,28476.37,0.161671526514558,487.914681440443,"<25","4Q"
618,"Spain","Male",32,5,133476.09,"1","0","1",154843.4,"0",FALSE,FALSE,FALSE,27,22246.015,0.143667828270369,151.2142578125,"31-35","4Q"
590,"France","Male",47,0,117879.32,"1","1","1",8214.46,"0",FALSE,FALSE,FALSE,47,117879.32,14.3502214387799,3.71863286555002,"46-50","1Q"
735,"France","Male",50,2,0,"2","0","1",147075.69,"0",FALSE,FALSE,FALSE,48,0,0,58.830276,"46-50","3Q"
550,"France","Male",34,8,122359.5,"1","0","0",116495.55,"0",FALSE,FALSE,FALSE,26,13595.5,0.116704028608818,100.774697231834,"31-35","3Q"
729,"Spain","Female",28,0,0,"2","1","1",31165.06,"1",FALSE,FALSE,FALSE,28,0,0,39.7513520408163,"26-30","1Q"
743,"Germany","Male",59,5,108585.35,"1","1","1",192127.22,"1",FALSE,FALSE,FALSE,54,18097.5583333333,0.0941957018549133,55.1931111749497,"56-60","4Q"
555,"France","Male",31,8,145875.74,"1","1","0",137491.23,"0",FALSE,FALSE,FALSE,23,16208.4155555556,0.11788690489972,143.070998959417,"31-35","3Q"
667,"Spain","Female",36,3,121542.57,"2","1","1",186841.71,"0",FALSE,FALSE,FALSE,33,30385.6425,0.162627726432176,144.167986111111,"36-40","4Q"
790,"Spain","Female",41,7,109508.68,"1","0","0",86776.38,"0",FALSE,FALSE,FALSE,34,13688.585,0.157745517847138,51.6218798334325,"41-45","2Q"
727,"Germany","Male",34,2,146407.11,"1","1","1",72073.72,"0",FALSE,FALSE,FALSE,32,48802.37,0.677117401460615,62.347508650519,"31-35","2Q"
744,"France","Female",39,6,0,"1","0","0",10662.58,"0",FALSE,FALSE,FALSE,33,0,0,7.01024326101249,"36-40","1Q"
629,"Germany","Male",35,8,112330.83,"1","1","1",91001.02,"0",FALSE,FALSE,FALSE,27,12481.2033333333,0.137154543249442,74.2865469387755,"31-35","2Q"
619,"France","Female",35,4,90413.12,"1","1","1",20555.21,"0",FALSE,FALSE,FALSE,31,18082.624,0.879710010260172,16.7797632653061,"31-35","1Q"
634,"France","Male",34,8,105302.66,"1","1","1",123164.97,"0",FALSE,FALSE,FALSE,26,11700.2955555556,0.094996942357519,106.544091695502,"31-35","3Q"
608,"Spain","Female",35,6,0,"2","1","1",143463.28,"0",FALSE,FALSE,FALSE,29,0,0,117.112881632653,"31-35","3Q"
507,"France","Female",35,1,0,"2","0","0",92131.54,"0",FALSE,FALSE,FALSE,34,0,0,75.2094204081633,"31-35","2Q"
536,"Germany","Female",35,4,121520.36,"1","0","0",77178.42,"0",FALSE,FALSE,FALSE,31,24304.072,0.314907612775696,63.0027918367347,"31-35","2Q"
730,"Spain","Female",43,1,103960.38,"1","1","1",193650.16,"0",FALSE,FALSE,FALSE,42,51980.19,0.268423170938769,104.732374256355,"41-45","4Q"
583,"Germany","Male",39,8,102945.01,"1","0","0",52861.89,"0",FALSE,FALSE,FALSE,31,11438.3344444444,0.216381488524993,34.7546942800789,"36-40","2Q"
644,"France","Female",24,8,92760.55,"1","1","0",35896.75,"0",FALSE,FALSE,FALSE,16,10306.7277777778,0.287121474166262,62.3207465277778,"<25","1Q"
790,"Spain","Male",37,8,0,"2","1","1",149418.41,"0",FALSE,FALSE,FALSE,29,0,0,109.144200146092,"36-40","4Q"
807,"Germany","Female",40,1,134590.21,"1","1","1",46253.65,"0",FALSE,FALSE,FALSE,39,67295.105,1.45491447701965,28.90853125,"36-40","1Q"
581,"France","Female",37,10,104255.03,"1","1","0",86609.37,"0",FALSE,FALSE,FALSE,27,9477.73,0.109430769442152,63.2646968590212,"36-40","2Q"
627,"Spain","Female",55,6,0,"1","0","0",91943.94,"1",FALSE,FALSE,FALSE,49,0,0,30.3946909090909,"51-55","2Q"
850,"France","Male",41,3,0,"2","1","0",128892.36,"0",FALSE,FALSE,FALSE,38,0,0,76.676002379536,"41-45","3Q"
754,"France","Female",35,4,0,"2","1","0",44830.71,"0",FALSE,FALSE,FALSE,31,0,0,36.5964979591837,"31-35","1Q"
551,"Germany","Male",50,1,121399.98,"1","0","1",84508.44,"1",FALSE,FALSE,FALSE,49,60699.99,0.718271334792122,33.803376,"46-50","2Q"
637,"Germany","Male",35,8,147127.81,"2","1","1",84760.7,"0",FALSE,FALSE,FALSE,27,16347.5344444444,0.192866911722584,69.1924081632653,"31-35","2Q"
699,"Spain","Male",31,8,125927.51,"2","1","0",147661.47,"0",FALSE,FALSE,FALSE,23,13991.9455555556,0.0947569163137517,153.653975026015,"31-35","3Q"
542,"France","Female",25,7,0,"2","0","1",82393.08,"0",FALSE,FALSE,FALSE,18,0,0,131.828928,"<25","2Q"
640,"Germany","Male",48,1,111599.32,"1","0","1",135995.58,"0",FALSE,FALSE,FALSE,47,55799.66,0.410304952558017,59.025859375,"46-50","3Q"
553,"France","Female",27,3,0,"2","0","0",159800.16,"0",FALSE,FALSE,FALSE,24,0,0,219.204609053498,"26-30","4Q"
741,"France","Male",38,9,0,"2","1","0",14379.01,"0",FALSE,FALSE,FALSE,29,0,0,9.95776315789474,"36-40","1Q"
598,"France","Male",35,8,114212.6,"1","1","1",74322.85,"0",FALSE,FALSE,FALSE,27,12690.2888888889,0.170745455655816,60.6717142857143,"31-35","2Q"
660,"Spain","Female",42,5,0,"3","1","1",189016.24,"1",FALSE,TRUE,TRUE,37,0,0,107.152063492063,"41-45","4Q"
618,"Spain","Male",41,4,115251.64,"1","0","0",136435.75,"0",FALSE,FALSE,FALSE,37,23050.328,0.168946394181877,81.1634443783462,"41-45","3Q"
647,"France","Male",43,9,0,"2","1","1",78488.39,"0",FALSE,FALSE,FALSE,34,0,0,42.4491022174148,"41-45","2Q"
491,"France","Female",68,3,107571.61,"1","0","1",113695.99,"0",FALSE,FALSE,FALSE,65,26892.9025,0.236533430070841,24.5882331314879,"66-70","3Q"
652,"France","Female",32,2,0,"2","1","0",54628.11,"0",FALSE,FALSE,FALSE,30,0,0,53.347763671875,"31-35","2Q"
650,"Germany","Female",45,9,152367.21,"3","1","0",150835.21,"1",FALSE,TRUE,TRUE,36,15236.721,0.101015677970681,74.4865234567901,"41-45","4Q"
413,"Germany","Male",39,1,130969.77,"2","1","1",158891.79,"0",FALSE,FALSE,FALSE,38,65484.885,0.412135107798836,104.465345167653,"36-40","4Q"
416,"Germany","Female",25,0,97738.97,"2","1","1",160523.33,"0",FALSE,FALSE,FALSE,25,97738.97,0.60887703986704,256.837328,"<25","4Q"
629,"Spain","Male",34,8,0,"2","1","1",180595.02,"0",FALSE,FALSE,FALSE,26,0,0,156.224065743945,"31-35","4Q"
678,"Spain","Female",40,4,113794.22,"1","1","0",16618.76,"0",FALSE,FALSE,FALSE,36,22758.844,1.36946703604842,10.386725,"36-40","1Q"
527,"Spain","Male",28,6,128396.33,"2","1","0",79919.97,"0",FALSE,FALSE,FALSE,22,18342.3328571429,0.229508755535605,101.938737244898,"26-30","2Q"
743,"Spain","Female",48,5,118207.69,"2","0","0",186489.14,"1",FALSE,FALSE,FALSE,43,19701.2816666667,0.105643050671297,80.9414670138889,"46-50","4Q"
683,"Germany","Male",73,9,124730.26,"1","1","1",51999.5,"0",FALSE,FALSE,FALSE,64,12473.026,0.239868191040298,9.75783449052355,"71-75","2Q"
536,"France","Female",41,9,0,"1","1","0",121299.14,"0",FALSE,FALSE,FALSE,32,0,0,72.1589173111243,"41-45","3Q"
663,"Spain","Male",52,0,136298.65,"1","1","0",144593.3,"1",FALSE,FALSE,FALSE,52,136298.65,0.942634617233302,53.4738535502959,"51-55","3Q"
646,"France","Female",38,2,0,"2","0","0",178752.73,"0",FALSE,FALSE,FALSE,36,0,0,123.789979224377,"36-40","4Q"
707,"France","Male",35,2,0,"3","1","1",94148.3,"0",FALSE,TRUE,TRUE,33,0,0,76.8557551020408,"31-35","2Q"
602,"France","Male",34,5,0,"2","1","1",77414.45,"0",FALSE,FALSE,FALSE,29,0,0,66.9675173010381,"31-35","2Q"
635,"France","Female",47,2,125724.95,"2","1","0",63236.97,"0",FALSE,FALSE,FALSE,45,41908.3166666667,0.662718606958345,28.6269669533726,"46-50","2Q"
597,"France","Male",67,2,0,"2","0","1",108645.85,"0",FALSE,FALSE,FALSE,65,0,0,24.2026843394965,"66-70","3Q"
503,"France","Male",38,1,0,"2","1","1",95153.24,"0",FALSE,FALSE,FALSE,37,0,0,65.895595567867,"36-40","2Q"
524,"Spain","Female",64,5,0,"1","1","0",136079.64,"1",FALSE,FALSE,FALSE,59,0,0,33.222568359375,"61-65","3Q"
700,"France","Male",46,5,95872.86,"1","1","0",98273.01,"1",FALSE,FALSE,FALSE,41,15978.81,0.162596118710519,46.4428213610586,"46-50","2Q"
692,"France","Male",33,9,0,"1","1","0",113505.93,"1",FALSE,FALSE,FALSE,24,0,0,104.229504132231,"31-35","3Q"
562,"France","Male",37,2,0,"1","0","1",52525.15,"1",FALSE,FALSE,FALSE,35,0,0,38.3675310445581,"36-40","2Q"
679,"France","Male",37,7,74260.03,"1","1","0",194617.98,"0",FALSE,FALSE,FALSE,30,9282.50375,0.0476960235123189,142.160686632579,"36-40","4Q"
603,"Germany","Male",35,1,123407.69,"1","1","0",152541.89,"1",FALSE,FALSE,FALSE,34,61703.845,0.40450426436961,124.523991836735,"31-35","4Q"
720,"Spain","Male",33,3,123783.91,"2","1","1",142903.44,"0",FALSE,FALSE,FALSE,30,30945.9775,0.216551662437237,131.224462809917,"31-35","3Q"
797,"France","Male",24,5,0,"2","1","0",182257.61,"0",FALSE,FALSE,FALSE,19,0,0,316.419461805556,"<25","4Q"
594,"France","Male",36,6,153880.15,"1","0","0",135431.72,"0",FALSE,FALSE,FALSE,30,21982.8785714286,0.162317059632917,104.499783950617,"36-40","3Q"
529,"France","Female",31,7,0,"2","1","1",175697.87,"0",FALSE,FALSE,FALSE,24,0,0,182.828168574402,"31-35","4Q"
606,"Germany","Female",32,1,106301.85,"2","0","1",59061.25,"0",FALSE,FALSE,FALSE,31,53150.925,0.89992888738386,57.677001953125,"31-35","2Q"
621,"Spain","Female",40,7,0,"2","0","1",131283.6,"1",FALSE,FALSE,FALSE,33,0,0,82.05225,"36-40","3Q"
513,"France","Female",43,9,0,"2","1","0",152499.8,"0",FALSE,FALSE,FALSE,34,0,0,82.4769064359113,"41-45","4Q"
753,"Germany","Male",44,3,138076.47,"1","1","0",15523.09,"1",FALSE,FALSE,FALSE,41,34519.1175,2.22372720250929,8.018125,"41-45","1Q"
605,"France","Female",30,9,135422.31,"1","0","1",186418.85,"0",FALSE,FALSE,FALSE,21,13542.231,0.0726441076103624,207.132055555556,"26-30","4Q"
574,"Spain","Female",37,7,0,"2","1","0",32262.28,"0",FALSE,FALSE,FALSE,30,0,0,23.5663111760409,"36-40","1Q"
726,"France","Female",38,5,126875.62,"1","1","0",128052.29,"0",FALSE,FALSE,FALSE,33,21145.9366666667,0.165135169911188,88.6788711911357,"36-40","3Q"
611,"Spain","Female",28,3,96381.68,"2","1","0",181419.29,"0",FALSE,FALSE,FALSE,25,24095.42,0.132816196116741,231.402155612245,"26-30","4Q"
593,"Germany","Female",41,4,119703.1,"2","1","1",109783.29,"0",FALSE,FALSE,FALSE,37,23940.62,0.218071620917901,65.3083224271267,"41-45","3Q"
466,"Germany","Male",41,2,152102.18,"2","1","0",181879.56,"0",FALSE,FALSE,FALSE,39,50700.7266666667,0.278759892902021,108.197239738251,"41-45","4Q"
741,"Germany","Female",36,0,127675.39,"2","1","0",74260.16,"0",FALSE,FALSE,FALSE,36,127675.39,1.71929861179938,57.2995061728395,"36-40","2Q"
684,"Germany","Female",44,2,133776.86,"2","0","1",49865.04,"0",FALSE,FALSE,FALSE,42,44592.2866666667,0.894259518626008,25.7567355371901,"41-45","1Q"
550,"Spain","Female",33,9,72788.03,"1","1","1",103608.06,"0",FALSE,FALSE,FALSE,24,7278.803,0.0702532505675717,95.1405509641873,"31-35","3Q"
593,"Spain","Male",26,9,76226.9,"1","1","0",167564.82,"0",FALSE,FALSE,FALSE,17,7622.69,0.0454909926797284,247.876952662722,"26-30","4Q"
601,"Germany","Male",48,9,163630.76,"1","0","1",41816.49,"1",FALSE,FALSE,FALSE,39,16363.076,0.391306778737288,18.1495182291667,"46-50","1Q"
676,"Spain","Female",30,5,0,"2","0","0",179066.58,"0",FALSE,FALSE,FALSE,25,0,0,198.962866666667,"26-30","4Q"
556,"France","Female",46,10,0,"2","0","0",109184.24,"0",FALSE,FALSE,FALSE,36,0,0,51.5993572778828,"46-50","3Q"
719,"France","Male",36,3,155423.17,"1","1","1",199841.32,"0",FALSE,FALSE,FALSE,33,38855.7925,0.194433225821367,154.198549382716,"36-40","4Q"
